CNES;Estabelecimento de Saúde;1ª Dose
2079003; SERVICO DE SAUDE DR CANDIDO FERREIRA;27
3314529; USF DR MICHEL CURI NOSSO TETO;27
2087014; USF PROFA DRA VERA HELOISA PILEGGI VINHA NUCLEO 5;27
2043203; UBS DR JOAO PAULO BIN IPIRANGA;27
5510473; USF DR ALBERTO RAUL MARTINEZ ESTACAO DO ALTO;27
6472141; ESF II DE NEVES PAULISTA;26
2087022; USF MARINA MOREIRA DE OLIVEIRA NUCLEO 4;26
3055493; USF DRA ISABEL ETTRURI PARQUE FLAMINGO;26
9419853; CEMEC;26
2748487; P DE SAUDE PARAISO PASCHOAL DE JORGE CHARQUEADA;26
9324992; CENTRO DE ATENCAO PSICOSSOCIAL CAPS II TUPA;26
2747537; USF ELZA FALCO PASCHOANELLI;25
2747952; PAS BAIRRO DO CEDRO PARAIBUNA;25
6469906; SECRETARIA MUNICIPAL DE SAUDE DE MARILIA;25
7294964; MACRO IV PLANALTO PEVI;25
2748622; USF ARNALDO PEREIRA PIRASSUNUNGA;25
9483063; AMBULATORIO MEDICO CEASA;24
9424997; PSF SANTA LUZIA;24
2825368; CENTRO DE RESSOCIALIZACAO MASCULINO DE ARARAQUARA;24
301620; USF CINQUENTENARIO DRA YOUKU KAWAHARA;23
9661522; UBS PROFESSORA ZILDA DE SOUZA GUARDIA;23
945528; CENTRO DE DETENCAO PROVISORIA DE LIMEIRA;23
7344783; UBS KATIA KIBBI;23
2748673; USF ANGELINA ORSI FERRAREZI PIRASSUNUNGA;23
7155522; UNIDADE BASICA DE SAUDE MARIO DEDINI PIRACICABA;23
3845915; ESF POSTO DE SAUDE ZONA RURAL;23
7959184; UBS BELA SAO PEDRO SAO PEDRO;22
2032805; UBS SANTA LUCRECIA;22
2086956; USF PROF DR BRENO J GUANAIS SIMOES NUCLEO 1;22
2028158; UBS DO BAIRRO GUACURI;22
3700607; CENTRO DE RESSOCIALIZACAO FEMININO DE ARARAQUARA;22
3857271; UBS ANTONIO APARECIDO SIMOES;22
2791706; SANTA CASA DE GETULINA;22
212997; UBS SAO FRANCISCO SAO PEDRO;21
128708; CENTRAL MUNICIPAL REDE DE FRIO DOS IMUNOBIOLOGICOS;21
2057824; PAS BAIRRO ARACOIABINHA ARACOIABA DA SERRA;21
3314723; USF DR JOSE RAMIRO MADEIRA CONJUNTO EUCLIDES;21
3468852; USF DR ARMINDO MASTROCOLA SANTA ROSA;21
3517845; USF DRA GESABEL CLEMENTE MARQUES DE LA HABA PEDRO NECHAR;21
9997032; HOSPITAL YES;21
3005313; CENTRO DE RESSOCIALIZACAO FEMININO DE RIO CLARO;21
80470; HOSPITAL FUNDACAO PENTEADO RIBEIRAO PRETO;21
2087383; CENTRO DE SAUDE III TIETE JD BONANZA;20
3003515; CENTRO DE RESSOCIALIZACAO DE PIRACICABA;20
5462738; UBS VILA MARIETA;20
3003337; CENTRO DE RESSOCIALIZACAO DE SUMARE;20
9941487; HOSPITAL ROYAL CARE SAO JOSE DOS CAMPOS;20
9330259; DEPARTAMENTO MUNICIPAL DE SAUDE;20
4032128; UBS DONA ROSA;19
6869661; ESTRATEGIA DE SAUDE DA FAMILIA III DE TARABAI ESF III;19
3797333; PSF QUALIS DE PEREIRA BARRETO;19
7248172; ESTRATEGIA SAUDE DA FAMILIA SANTA CRUZ DA ESPERANCA;19
7449186; UBS DORIGO;19
5746795; ESF VILA URIAS DE PAULA E SILVA CARDOSO;19
7127731; USF DR SERGIO BANHOS RESIDENCIAL ANUAR PACHA;19
2026058; USF DR MILTON MAGUOLLO BOM PASTOR;19
3314707; USF DR GERALDO MENDONCA UCHOA VILA LUNARDELLI;19
7127715; USF DR OLAVO BARROS MONTE LIBANO;19
2087987; PSM GERALDINA CAETANO MENGUE LEME;19
7178085; UNIDADE DE SAUDE DA FAMILIA QUAGLIA LEME;19
9395393; UNIDADE DE VIGILANCIA EM SAUDE;18
982997; ESF DR JOSE WALTER AVANCINI;18
5700876; CASA ESPERANCA ITAPETININGA;18
2026007; USF DR NAPOLEAO PELLICANO JARDIM ALPINO;18
2039966; UBS JARDIM ALVORADA NOVO HORIZONTE;18
3008134; CENTRO DE RESSOCIALIZACAO DE MOCOCA MOCOCA;18
2039931; UBS JARDIM SANTA CLARA NOVO HORIZONTE;18
5220319; NS JARDIM GUAPORE;18
3007596; USF VILA PINHEIRO PIRASSUNUNGA;18
2688298; CB UNIDADE MOVEL RESGATE BRAGPTA;18
3529126; UNIDADE DE ESTRATEGIA EM SAUDE DA FAMILIA GUARATUBA;17
2065460; UBSF ARLINDO VIDAL LEME LAVINIA;17
9691723; AMBULATORIO DE DOENCAS INFECTO CONTAGIOSAS;17
6208541; USF DR SERGIO DA COSTA PERES JARDIM DEL REY;17
2751305; ESF I MARIA HILDA MOREIRA DA COSTA;17
80446; ESF ALTO DO GOUVEA;16
5416655; SECRETARIA MUNICIPAL DE SAUDE;16
5491991; ESF BARRETINHO;16
424935; SAD MARIA DE LOURDES DA SILVA LURDINHA;16
2752395; SUVIS BUTANTA;16
6758568; ESF JARDIM COCAJA;16
2035707; USF DR JOSE PIO NOGUEIRA DE SA GABRIEL HERNANDES;16
2031728; EAP DR LUIZ TAMBELINI COLLUCCI;16
7189818; ESF DOUTOR TERCIO PESSOA DE VASCONCELOS;16
2053934; UBS ERNANI DA GAMA CORREA RENASCENCA;15
2023849; ESF BENEDITO TRAJANO DR EVARISTO JOSE SILVEIRA NETO;15
7077130; ESF DR ILSON CAVALCA PINGO DE OURO;14
6359876; SECRETARIA MUNICIPAL DE SAUDE DE SANTANA DE PARNAIBA;14
2050978; POSTO DE SAUDE GUAPIRANGA;14
9186166; UNIDADE DO PSF JULIA RIBEIRO BURI SP;14
6871607; PROGRAMA SAUDE DA FAMILIA EQUIPE C POTIM;14
4043189; ESF ZULMIRA MORATO DO AMARAL;14
2851253; ESTRATEGIA SAUDE DA FAMILIA ITIMIRIM I;14
2785358; USF DR RUBENS LUIS COSTA PIRASSUNUNGA;14
7612435; USF DR GILSON DE CASSIA MARQUES DE CARVALHO NUCLEO 6;14
7260431; UNIDADE DE SAUDE DA FAMILIA DORIEL GONCALVES;14
2766248; UBS VII;14
3141446; COORDENADORIA DE VIGILANCIA EM SAUDE COVISA;14
3905594; USF DR CARLOS EDUARDO BAUAB THEODORO ROSA FILHO;14
4245687; CENTRO DE SAUDE GUANABARA;14
3931897; ESF DR TIRSO VITAL BRASIL;14
2752468; UVIS IPIRANGA;14
3140628; CENTRO DE ATENCAO PSICOSSOCIAL CAPS II ITAPETININGA;14
54240; UNIDADE DE PRONTO ATENDIMENTO UPA SUL CARAGUATATUBA;13
2747367; PSF JOSE COLEONE;13
6007503; POSTO DE SAUDE COSMOPOLIS I;13
7620950; ESTRATEGIA DE SAUDE DA FAMILIA II;13
2752409; UVIS DA SUPERVISAO TECNICA DE SAUDE CASA VERDE CACHOEIRINHA;13
3909557; ESF JOSE RAIMUNDO DA SILVA;13
2069725; ESF II ESTRATEGIA DA SAUDE DA FAMILIA JOSE DA ROSA;13
6356184; CASA ANGELA;12
2048299; INSTITUTO DE NEFROLOGIA DE SUZANO;12
6302483; CENTRO DE ESPECIALIDADES JOAO DA LUZ;12
2042622; UBS MORRO AZUL;12
6858538; ESF VALTER STUK;12
136913; POSTO DE SAUDE PREFEITO AGOSTINHO NINO DEPERON;12
2067471; PM 04 JD GUANABARA;12
3909565; POSTO VILA NADIR CAMPOS DO JORDAO;12
6675077; PSF BOA ESPERANCA;12
5419328; DBA MENDES CLINICA DE ALERGIA E GINECOLOGIA S S;12
789143; SALA DE VACINA ESF A;12
7868499; UNIDADE DE PRONTO ATENDIMENTO DRA ZILDA ARNS;11
2802511; VIGILANCIA EPIDEMIOLOGICA;11
2086786; UVIS SANTO AMARO CIDADE ADEMAR;11
2025973; UBS DR FRANCISCO LOPES LADEIRA JD SALLES;11
6923690; ESF I ESTRATEGIA DA SAUDE DA FAMILIA CENTRO;11
2057379; ESF CENTRO I SANTA FE DO SUL;11
8001456; ESF VISTA ALEGRE;10
7278942; UNIDADE DE SAUDE DA FAMILIA DRA DARLENE ARRUDA;10
9813276; UBS NOVA SAO PEDRO 2;10
6448283; UAPS 1 UNIDADE DE ATENCAO AOS PROGRAMAS DE SAUDE;10
2717107; CENTRO DE REFERENCIA DR JOSE ROBERTO CAMPI;10
2038900; CSF TATU LIMEIRA;10
2088053; UNIDADE DE SAUDE DA FAMILIA ITAMARATY LEME;10
5720494; ESF DR ANTONIO CLARET SAMPAIO;10
5932696; PS FENELON GUEDES PEREIRA;9
9748245; ESF SANTA CRUZ ESTRATEGIA SAUDE DA FAMILIA SANTA CRUZ;9
3825752; PRONTO SOCORRO PESTANA P S ANDRE SACCO;9
2066408; PAS DISTRITO DE COCAES SARAPUI;9
3003477; PSF PIERINA R SALVIATTO DE BROTAS;9
2792729; PSF PAIOLINHO RED SERRA;9
2045249; SECRETARIA MUNICIPAL DE SAUDE DR ENNIO BOTELHO PERRONE;9
9200606; CMRF VIGILANCIA EPIDEMIOLOGICA SUZANO;9
6354610; SECRETARIA MUNICIPAL DA SAUDE DE SALTO;9
2030225; POSTO DE ATENDIMENTO PIONEIROS DE GUARA;9
6358187; SMS ARUJA;8
9074805; UPA CAMPO DOS ALEMAES;8
2081849; UBS DR TAMINATO TION;8
2850745; REDE IMUNNE CD MARILIA;8
2075008; UNIDADE DE SAUDE DA FAMILIA DE CAJOBI;8
6804616; ESF III ESTRATEGIA DA SAUDE DA FAMILIA SERTAOZINHO;8
6992552; UNIDADE DE PRONTO ATENDIMENTO UPA TUPA;7
6682448; SECRETARIA MUNICIPAL DE SAUDE;7
7619375; CASA DO ADOLESCENTE PROSAD MIRASSOL;7
2766094; USF OLARIA;7
7774826; CASA DO ADOLESCENTE DE PERUIBE CADOL;7
6988512; AMBULATORIO DE ESPECIALIDADES DE VARGEM GRANDE PAULISTA;7
152374; UNIDADE INTEGRADA DE SAUDE BELARMINA TRAMONTIN BATISTA;7
4048628; PRONTO ATENDIMENTO DISTRITO DE POTUNDUVA JAU;7
789151; SALA DE VACINA ESF C;7
728144; UNIDADE BASICA DE SAUDE MARIA DA GLORIA BITTENCOURT VIELA;7
2752417; UVIS CAMPO LIMPO;7
3284212; UBS ESF VILA DEIENNO S JM BARRA;6
8060; POLICLINICA ZONA SUL PEDRO BATISTA BONIN;6
2716070; CER CENTRO ESPECIALIZADO EM REABILITACAO JOANNA IMPARATO;6
2791978; UBS TAQUARAL DE BROTAS;6
2084171; HOSPITAL E MATERNIDADE SAO JOSE;6
975133; ESF PRC AFONSO PENA;6
6938132; UNICA UNIDADE CLINICA AMBULATORIAL;6
2055783; UBS SANTO ANTONIO SAO PEDRO;6
6342108; SMS SP SECRETARIA MUNICIPAL DE SAUDE SAO JOAO DA BOA VISTA;6
2092530; EQUIPE DE ATENCAO BASICA EAP;6
2025337; SAD SERVICO DE ATENCAO DOMICILIAR;6
2055422; UBS BAIRRO MIGUEL RUSSO DE PIEDADE;6
2765837; USF ITATINGA II;6
314307; UVIS SE;6
2087960; PSM JOSE ANTONIO DE CARVALHO LEME;6
4043103; USF JARDIM PAULISTANO DR ERIC MORALES POVEDA;6
2043998; UBS JAD SAO VICENTE DE PAULA NOVO HORIZONTE;6
2051907; ESF VILA MARIANA SANTA FE DO SUL;6
102490; SALA DE VACINA;6
6389201; SECRETARIA MUNICIPAL DE SAUDE DE TUPA SP;6
3937976; ESF JOSE BENEDITO REIS;5
2765799; USF ITATINGA I;5
6264646; VILA MARIA I UAISA ONIX VGUILHERME BVISTA SP GMCOVAS;5
7201850; CENTRO DE RESSOCIALIZACAO DE LIMEIRA;5
2750201; UBS JARDIM PAULISTA;5
675938; SALA DE VACINA ESF DONA ECILDA;5
2041715; SECRETARIA MUNICIPAL DE SAUDE DE OSVALDO CRUZ;5
2705648; SECRETARIA MUNICIPAL DE SAUDE;5
40878; ESF VILA BELA;5
5855764; ESF CORINA CAMPOS SILVA;5
2034093; ESF RIO DO PEIXE POSTINHO RIO DO PEIXE DE SOCORRO;5
5870577; UNIDADE DE SAUDE DA FAMILIA DR JUAN ALEJANDRO YUGAR LOPEZ;5
675903; SALA DE VACINA UBS POTIM;5
2789337; UVIS MOOCA;5
2038684; CS III VILA ODILON;5
9534172; VIGILANCIA DE IMUNIZACAO;5
2026686; UBS JARDIM BRASIL;5
6243126; USF ANTONIO DOMINGOS CONSOLIN;5
9366407; UBS SANTO ANTONIO DR ROBERTO ABRAHAO;5
2081830; UNIDADE MISTA DE PEDRO DE TOLEDO SP;5
2032147; ESF CENTRO IV SANTA FE DO SUL;5
2032988; ESF ORESTES BORGES SANTA FE DO SUL;5
6365825; SAD SERVICO DE ATENCAO DOMICILIAR CAPELA DO SOCORRO;4
6950043; UPA VILA ASSIS;4
7264283; ESF V DA GLEBA XV DE NOVEMBRO;4
3335771; UNIDADE MATERNA E INFANTIL PREF M M RAMOS S C PALMEIRAS;4
6384498; PAPI PROGRAMA DE APOIO PESSOA IDOSA ITAPETININGA;4
2801043; CENTRO DE REF E TREIN DST AIDS DE DIADEMA;4
2078007; HOSP GERAL DE SAO PAULO;4
2078570; HOSPITAL CANTAREIRA;4
2748509; P DE SAUDE RECREIO ALEXANDRE SEGREDO CHARQUEADA;4
7114680; VIGILANCIA EM SAUDE SAE VIGILANCIA EPIDEMIOLOGICA;4
2688115; UNIDADE MOVEL MEDICO ODONTOLOGICO;4
2046539; SECRETARIA MUNICIPAL DE SAUDE DE BOTUCATU;4
3606104; VIGILANCIA EPIDEMIOLOGICA DE CARAGUATATUBA;4
2096528; USF JARDIM SAO JORGE;4
2085704; EQUIPE DR JOSE L PUGLIESI JR;4
2747650; ESF SANTA FE NOVA EUROPA;4
7944683; CASA DE SAUDE DO ADOLESCENTE E DA CRIANCA;4
2086697; VIGILANCIA MUNICIPAL DE SAUDE;4
5670799; UNIDADE REFERENCIAL SUDOESTE;4
2056046; CSF BOA VISTA LIMEIRA;4
7100256; ESF DR CELSO XAVIER;4
2052660; VIGILANCIA SANITARIA;3
857378; PROGRAMA MELHOR EM CASA;3
2074192; PAS DR ANTONIO CARLOS PUTINATTI;3
2747340; ESF ALBINO QUARESMA FILHO IBITINGA;3
9005986; UBS ORVILLE RIBEIRO FRANCESCHINI;3
2746107; CENTRO ESPECIALIZADO DR MARIANO A FIGUEIREDO;3
2051796; NUCLEO SAUDE FAMILIA C PETROPOLIS;3
6427391; SMS DEPARTAMENTO MUNICIPAL DE SAUDE MAIRINQUE;3
2815540; UVIS SANTANA TUCURUVI;3
7665512; CPQUALI PESQUISA CLINICA;3
3521575; HOSPITAL UNIMED DE SANTA BARBARA D OESTE;3
3307972; CLINICA ESPEC CEDIPI;3
5257808; ESPACO DA MULHER PONTAL;3
2040565; UBS JARDIM CARLOS ALDROVANDI;3
7268459; SERVICO DE ATENDIMENTO DE ESPECIALIDADE;3
6766897; SECRETARIA MUNICIPAL DE SAUDE DE MIRANTE DO PARANAPANEMA;3
2087502; DEPARTAMENTO DE SAUDE COLETIVA;3
6084540; ESF THEOFILO ANTONIO GARCIA;3
7773277; UNIDADE DE SAUDE DA FAMILIA FARMACEUTICO EUCLIDES LANCA;3
6403034; SECRETARIA DE SAUDE DE AGUAI;3
2027496; UVIS M BOI MIRIM;3
464643; CENTRAL DE ARMZ E DISTR DE IMUNOBILOGICOS MUNC CARAGUATATUBA;2
2038498; UNIDADE MOVEL I DE TAUBATE;2
3674495; PSF ALPES DAS AGUAS SAO PEDRO;2
9522107; UBS SANTA INES;2
5812844; PSF TUNIQUINHO GRIMALDI;2
2086190; ESF DR ALCEU MACHADO FILHO SAO CRISTOVAO TATUI SP;2
6349889; SECRETARIA DE SAUDE DE BARUERI;2
9799257; DROGARIA SAO PAULO 2044 MOEMA IV;2
2058308; HOSPITAL MUNICIPAL DR ACILIO CARREON GARCIA;2
3466183; USF HIDEO NAGAI;2
2766027; UVIS VILA PRUDENTE SAPOPEMBA;2
6348548; DEPARTAMENTO DE SAUDE DE SAO ROQUE;2
2040026; ESF DR MEDARDO COSTA NEVES ROSA GARCIA TATUI SP;2
2034824; INSTITUTO DE HEMODIALISE DE SOROCABA;2
7454023; PSF JARDIM TOQUIO JOAO GUILHERME SOARES HOELZ;2
2708574; IDS INSTITUTO DE DIAGNOSTICO SOROCABA;2
2081563; CLINICA DE REPOUSO SANTA ROSA ESPIRITO SANTO DO PINHAL;2
5618401; AME AMBULATORIO MEDICO DE ESPECIALIDADES DE VOTUPORANGA;2
7902131; EMAD QUALIST;2
2062054; UPA UNIDADE DE PRE ATENDIMENTO ZONA NORTE SOROCABA;2
3020908; ESF II DR FERNANDO HIRATA AVARE;2
2793385; UNIDADE CENTRAL DE SAUDE SAO ROQUE;2
2050846; UBS PRQ RESIDENCIAL INDAIA;2
5045797; UBS IX CENTRAL;2
6342124; SECRETARIA MUNICIPAL DE SAUDE DE JAGUARIUNA;2
2752441; UVIS FREGUESIA DO O BRASILANDIA;2
2092328; CDTR SOROCABA;2
462926; SECAO TECNICA DE IMUNIZACAO;2
2751585; VIGILANCIA EPIDEMIOLOGICA CERQUILHO;2
2752492; UVIS SANTA CECILIA;2
2026678; UBS JD OLIVEIRA CAMARGO;2
3950026; VIGILANCIA EPIDEMIOLOGICA E VIGILANCIA SANITARIA PINDAMONHA;2
7457790; UBSF II IDA FRANCISQUINI;2
3471756; ESF NUCLEO III JARDIM ALVORADA;2
3335151; SUPERVISAO TECNICA DE SAUDE ERMELINO MATARAZZO;2
9869077; VIGILANCIA EPIDEMIOLOGICA DE ARACARIGUAMA;2
6995810; ESTRATEGIA DE SAUDE DA FAMILIA VIII;2
6668755; ESF JARDIM PRIMAVERA;2
2078627; DAY HOSPITAL DE ERMELINO MATARAZZO;2
382523; ESF JARDINS ADRIANA MESQUITA TIBELLIO MOTA TATUI SP;2
2036223; UBS DR FLAVIO NUNES DE OLIVEIRA CONGONHAL TATUI SP;2
9197257; CAPS AD SUDOESTE;2
772305; VITTAL DIAGNOSTICOS VACINAS;2
5139430; CDB CENTRO DE DIAGNOSTICOS BRASIL;2
3376311; CAPS I ANGATUBA;2
2071835; CIAS DR JORGE BELOTTI PEDRINHAS PTA;2
2049023; GRAZIELA OSELE FERRO RAMOS SEPA SERV ESPEC EM PREV E ASS;2
2811642; ESF CENTRO III SANTA FE DO SUL;2
3335216; SUPERVISAO TECNICA DE SAUDE DE ITAIM PAULISTA;2
2038447; PRONTO ATENDIMENTO SAO JUDAS TADEU;1
7551258; ESF II PREFEITO ANTONIO BOIM;1
6954448; BASE BRAVO 01;1
7068840; PSF EDIVALDO SOARES MASSAGARDI;1
5472725; UBS ANTONIO RODRIGUES VILA ESPERANCA TATUI SP;1
367001; CLIN MAT INFATIL DRA NAILA E DR MAURICIO BARBOSA;1
2751704; SANTA CASA DE MISERICORDIA DE ITUVERAVA;1
5416981; AMBULATORIO SAE SAO JOAO DA BOA VISTA;1
6605028; SAE CTA ANDRADINA;1
2747359; UBS ALIDA JACQUELINE ZAGATTO GERETTO JACK;1
2088827; CECOM CENTRO DE ATENDIMENTO A COMUNIDADE CAMPINAS;1
2030772; UBS ANTONIA CANHOTO SPIGOLON SERTAOZINHO;1
2036614; SECRETARIA MUNICIPAL DA SAUDE DE GUARATINGUETA;1
2034972; VIGILANCIA EPIDEMIOLOGICA DE OURINHOS;1
2048035; CENTRO DE VIGILANCIA A SAUDE DE DIADEMA;1
2748991; CAPS I REFAZENDO VIDAS;1
7717059; VIGILANCIA EM SAUDE DE PRADOPOLIS;1
6565530; SECRETARIA MUNICIPAL DE SAUDE DE BORBOREMA;1
2083582; GRUPO TECNICO DE VIGILANCIA SANITARIA E EPIDEMIOLOGICA;1
2022877; UNIDADE DE PRONTO ATENDIMENTO ANCHIETA METROPOLITANO;1
6451098; HOSPITAL DALILA FERREIRA BARBOSA;1
6588182; UNIDADE MOVEL DO HOMEM ONIBUS AZUL SOROCABA;1
2057115; VIGILANCIA EM SAUDE DE ARTUR NOGUEIRA;1
6952739; SAMU USB CENTRO CARAGUATATUBA;1
7002122; PSF VILA ANTONIO AUGUSTO;1
5702844; SECRETARIA MUNICIPAL DE SAUDE DE SUZANO;1
440450; VIGILANCIA EM SAUDE;1
6373143; DEPARTAMENTO MUNICIPAL DE SAUDE CAJATI;1
2846225; UNIDADE DE SAUDE DA FAMILIA JOSE MARIA VIEIRA;1
7235909; SECRETARIA DE SAUDE;1
2749963; ESF BAIRRO DA SERRA E SALTO I SERRA NEGRA;1
2824795; ESTRATEGIA SAUDE DA FAMILIA PREFEITO JOAO GARCIA MALDONADO;1
7726252; SAEDIS SERV AMB ESPEC EM DOENCAS DE INTERESSE SANITARIO;1
2749173; SMS SP SECRETARIA MUNICIPAL DE SAUDE;1
6350585; SECRETARIA MUNICIPAL DE SAUDE DE BATATAIS SP;1
7345410; VIGILANCIA EPIDEMIOLOGICA DE GARCA;1
7744862; VIGILANCIA EM SAUDE ITAPETININGA;1
6428282; SECRETARIA DE SAUDE DE NEVES PAULISTA;1
6440185; SECRETARIA MUNICIPAL DE PILAR DO SUL;1
6396550; SECRETARIA MUNICIPAL DE SAUDE DE PIRACAIA;1
6444148; SECRETARIA MUNICIPAL DE SAUDE DE TIETE;1
2772922; UNIDADE DE SAUDE DA FAMILIA CENTRAL II;1
2074923; PSF ANTONIO ZANAGA II;1
3441385; SECRETARIA MUNICIPAL DE SAUDE;1
2074672; UNIDADE BASICA DE SAUDE DE ARAPEI DR HAROLDO VIANA RODRIGUES;1
6430163; AMBULATORIO DE SAUDE MENTAL DE ARUJA;1
3049388; ESF JARDIM DOS EUCALIPTOS;1
7569351; VIGILANCIA EM SAUDE CAJAMAR;1
6350100; SECRETARIA MUNICIPAL DE SAUDE E S PINHAL SP;1
5734002; CENTRAL DE REDE DE FRIO MUNICIPAL;1
2063484; VIGILANCIA MUNICIPAL EM SAUDE DE INDAIATUBA;1
9869964; UBS JARDIM MARITACAS;1
9618058; UBS9 ZAMBOM MARIA DO CARMO PAOLIELO MACHADO DE SOUZA DONA IK;1
2089858; ESF ORLANDO POLOTTO MONTE APRAZIVEL;1
6631118; UNIDADE DE ATENCAO BASICA;1
2096501; USF PACHECO CHAVES;1
2078902; SANTA CASA PILAR DO SUL;1
6345255; DIRETORIA MUNICIPAL DE SAUDE DE SAO MANUEL;1
3893723; CENTRO MEDICO LIBERDADE HOSPITAL NIPO BRASILEIRO;1
7198094; SECRETARIA MUNICIPAL DE SAUDE DE TABOAO DA SERRA;1
3004740; SECRETARIA MUNICIPAL DE SAUDE;1
3415163; CLIVAN;1
9597603; USF MARESIAS II;1
6233848; AME AMBULATORIO MEDICO DE ESPECIALIDADES DE CARAGUATATUBA;1
134007; VITTAL DIAGNOSTICOS VACINA;1
2790211; CENTRO DE SAUDE ESF;1
2080443; HOSPITAL DA CASA PIA SAO VICENTE DE PAULA;1
3436624; MAR SAUDE SERVICOS MEDICOS SS LTDA;1
9710701; DROGARIA SAO PAULO 2010 SUMARE III;1
2036118; PAS DE DALAS PALMEIRA DOESTE;1
3942996; COMPANHIA DA VACINA;1
2025485; CSF VISTA ALEGRE LIMEIRA;1
4164512; ESF LUIZ COELHO DE OLIVEIRA;1
2073900; PAS SRA GERTRUDES RAMOS ANGATUBA;1
2047241; UNIDADE BASICA SAUDE FAMILIA BURITIZAL;1
6650406; SECRETARIA MUNICIPAL DE SAUDE DE CAFELANDIA;1
6377246; PSF UNIDADE II GAVIAO PEIXOTO;1
2060922; ESF DE ICEM;1
7636237; CENTRAL DE REGULACAO UNICA DE JAGUARIUNA;1
2095785; POLICLINICA HORTOLANDIA;1
2824779; ESTRATEGIA SAUDE DA FAMILIA GUMERCINDO DE BRITO;1
6218199; UNIDADE DE SAUDE FAMILIA DR DOMINGOS;1
3636429; PA REGIAO SUL;1
2750546; HOSPITAL ESTADUAL PORTO PRIMAVERA ROSANA;1
6212328; CENTRO MEDICO SAO GABRIEL;1
3471470; CASA DO ADOLESCENTE;1
7995326; POLO BASE UBATUBA;1
2071002; UBS TOQUIO;0
3819922; CAPS INFANTIL FLORESCER;0
2084929; UBS DO BAIRRO NOVA ERA;0
5065119; CAPS INFANTIL LILIANE ALVES DIAS CAPS II;0
7522738; UPA ATALAIA DRA RITA DE CASSIA SORIO;0
8044; POLICLINICA LEONIL CRE BORTOLOSSO;0
2746832; PRONTO ATENDIMENTO SAO LOURENCO DA SERRA;0
2750724; PAS BOM PASTOR;0
3040623; SAE MARIA JOSE ESTEVANATO;0
7412452; USA 02;0
9601384; DROGARIA SAO PAULO 719 PAULISTA II;0
2065525; CENTRO DE ESPECIALIDADES;0
2746794; PRONTO ATENDIMENTO PARQUE SAO GEORGE;0
2792680; POSTO VILA BRITANIA;0
3982432; BASE BRAVO 05;0
7674368; BASE BRAVO 08;0
9715428; CENTRO DE VACINACAO IMUNNE;0
3313336; VACINAR CENTRO DE IMUNIZACAO;0
2085054; AMBULATORIO DE INFECTOLOGIA;0
5675812; MELHOR EM CASA SALTO;0
6585051; SECRETARIA MUNICIPAL DE SAUDE;0
6682774; CENTRO DE TESTAGEM E ACONSELHAMENTO CTA;0
9258744; UBS ROSA BIFFI DOS SANTOS;0
9426388; UNIDADE ESF V YPE ELDORADO;0
3779300; CENTRO DE VACINACAO FARIA LIMA;0
6342981; PRO MULHER DE BROTAS;0
6369510; ESF JARDIM GALANTE RAFHAEL CAMPAGNA;0
6954243; BASE BRAVO 04;0
6954340; BASE BRAVO 03;0
6954677; BASE BRAVO 07;0
605484; AMHE MED SOROCABA;0
7666519; SAE POA;0
2079860; SANTA CASA DE SUZANO;0
9439897; UPA UNIDADE DE PRONTO ATENDIMENTO 24 HORAS BOM JESUS;0
9263705; UNIDADE DE PESQUISAS UNIVERSIDADE SAO FRANCISCO;0
7832753; CENTRO DE REFERENCIA DO IDOSO;0
6537758; SECRETARIA MUNICIPAL DE HIGIENE E SAUDE DE JUQUITIBA;0
6396968; CAISMI CENTRO DE SAUDE INTEGRADA DE SAUDE DA MULHER;0
766097; ESF UNIDADE DE SAUDE ANNA NERY;0
9488022; VIGILANCIA EM SAUDE DE MIRACATU;0
6954391; USA 01;0
7681488; BASE BRAVO 02;0
9804013; CENTRO DE VIGILANCIA EM SAUDE SANTA MARIA DA SERRA;0
6644813; SAE SERVICO DE ASSISTENCIA ESPECIALIZADA M I ITAPEVA;0
6655416; AME SANTO ANDRE DR NEWTON DA COSTA BRANDAO;0
844632; VACINA NET;0
2706466; SERMED SAUDE SERTAOZINHO E REGIAO;0
7463030; UPA UNIDADE DE PRONTO ATENDIMENTO 24 HORAS VILA DAVI;0
3055310; UBS DR CARLOS EDUARDO PINHEIRO NEGRAO;0
9855149; UNIMED DE SERTAOZINHO COOPERATIVA DE TRABALHO MEDICO;0
2084937; SERVICO INTEGRADO DE MEDICINA;0
2038544; LABORATORIO MUN DR MANOEL ADRIANO ANDRADE GODOY SJBV;0
2708485; CENTRO MEDICO IMAGEM SA;0
158216; UBS JOAQUIM CLAUDINO;0
2039001; PRONTO SOCORRO MUNICIPAL DE SUZANO;0
7830475; HOSPITAL SEPACO;0
2935406; HOSPITAL PREVINA;0
3668304; USF NORMA MOREIRA COLUSSI DESCALVADO;0
6628842; PAM POSTO DE ATENDIMENTO MEDICO BARRETO;0
2058782; HOSPITAL PSIQUIATRICO ESPIRITA BEZERRA DE MENEZES P PRUDENT;0
9037179; INEHDI CARAGUATATUBA;0
7463820; USF VILA DIRCE;0
9480765; UNIDADE DE PRONTO ATENDIMENTO MASSAGUACU UPA NORTE CARAG;0
6371531; SECRETARIA MUNICIPAL DE SAUDE JALES;0
2090236; FUNDACAO PIO XII BARRETOS;0
47724; VIGILANCIA EM SAUDE DE FCO MORATO;0
